takesue|0.6279760003089905|0.852077603340149
kei+|0.765132486820221|0.330582052469254
miikekougyoushobunshouketsukeno|0.21889159083366394|0.103932768106461
miikekougyoushobunshouketsukeno|0.36826297640800476|0.0790266394615173
kei+|0.35220688581466675|0.0628279447555542
kei+|0.3997039794921875|0.056539922952652
kei+|0.3073267638683319|0.156194448471069
stamphere|0.22040516138076782|0.0537486672401428
kei+|0.39897510409355164|0.086964875459671
kei+|0.43561869859695435|0.0965312123298645
sakka|0.4955722391605377|0.0715829133987427
stamphere|0.2790597081184387|0.85505223274231
miikekougyoushobunshouketsukeno|0.45573100447654724|0.0625020861625671
sakka|0.30342021584510803|0.70140278339386
miikekougyoushohassou|0.2074616253376007|0.693856537342072
kei+|0.6039298176765442|0.0810192823410034
kei+|0.9490166902542114|0.0619012117385864
stamphere|0.25014975666999817|0.304535865783691
kei+|0.8147985935211182|0.10687518119812
sakka|0.25219640135765076|0.811574816703796
sakka|0.2542978525161743|0.39813494682312
kei+|0.7235453128814697|0.0812240242958069
kei+|0.8365456461906433|0.0711252093315125
kei+|0.28253233432769775|0.479891896247864
kei+|0.5199910998344421|0.0859075784683228
kei+|0.6463817954063416|0.0845000147819519
miikekougyoushohassou|0.25077855587005615|0.427769958972931
miikekougyoushobunshouketsukeno|0.26442641019821167|0.0592756271362305
miikekougyoushobunshouketsukeno|0.3642280101776123|0.283364653587341
sakka|0.4922017455101013|0.288999676704407
kei+|0.7881276607513428|0.974141478538513
kei+|0.6601170301437378|0.128554821014404
kei+|0.7336395978927612|0.0715170800685883
kei+|0.6574147343635559|0.0581223964691162
kei+|0.47271257638931274|0.0554033815860748
kei+|0.8738473653793335|0.0783964097499847
kei+|0.2403181791305542|0.0555945634841919
kei+|0.5372668504714966|0.0520528554916382
kei+|0.8626688122749329|0.0506593585014343
takesue|0.20031751692295074|0.495292693376541
+kouzankabushanoin|0.2136322259902954|0.9819096326828
kei+|0.67438143491745|0.0526581406593323
kei+|0.5227207541465759|0.667519927024841
itou|0.2038836032152176|0.907775342464447
kei+|0.248969167470932|0.205190360546112
kei+|0.30834195017814636|0.587049126625061
miikekougyoushobunshouketsukeno|0.20843757688999176|0.33452033996582
kei+|0.32029688358306885|0.249680757522583
kei+|0.7928920984268188|0.0823710262775421
kei+|0.7519702315330505|0.0541762411594391
kei+|0.27426499128341675|0.0865026712417603
kei+|0.8928859233856201|0.0574628412723541
kei+|0.8489658832550049|0.0540508627891541
kei+|0.24461936950683594|0.0523037910461426
kei+|0.7905236482620239|0.858716011047363
kei+|0.3125668168067932|0.288510680198669
miikekougyoushohassou|0.5337454676628113|0.230579555034637
kei+|0.8905216455459595|0.176211446523666
kei+|0.2344258725643158|0.101498931646347
kei+|0.24527838826179504|0.094483882188797
miikekougyoushobunshouketsukeno|0.32070034742355347|0.182619124650955
kei+|0.5565098524093628|0.0692635774612427
kei+|0.8691990375518799|0.897237658500671
miikekougyoushohassou|0.43857407569885254|0.174755424261093
kei+|0.37479352951049805|0.980438828468323
kei+|0.34391099214553833|0.326270759105682
kei+|0.2680909335613251|0.477252334356308
kei+|0.22517074644565582|0.0502135753631592
kei+|0.20506401360034943|0.993411242961884
kei+|0.7570631504058838|0.709086179733276
kei+|0.27282142639160156|0.0892726480960846
kei+|0.6168249249458313|0.158753037452698
